ID,Time,Value_1,Value_2,Value_3,Value_4,Value_5,Mask_1,Mask_2,Mask_3,Mask_4,Mask_5
0,0,3.330878413456569,1.7640111179267832,11.53597544649404,16.19940094172443,13.505491792763113,1,1,1,0,1
0,1,9.66781664260424,3.080070805273944,12.159182085265993,15.322803310324764,8.340229493927097,1,1,1,1,1
0,2,9.61863162144813,4.427674446618495,10.646237830054064,12.069444874057897,15.269575895152647,1,0,1,1,1
0,3,11.277475420533877,5.428017784838206,5.454988543079103,14.354007169411807,12.646521325253552,1,1,1,0,0
0,4,18.362059879126335,9.019422600071303,4.46737936334002,15.163931351577455,14.2674629957989,1,1,1,0,1
0,5,25.286995361758017,6.19512798399679,1.8116071394636146,17.292707941875122,13.147056346435194,1,1,0,0,1
0,6,17.599278486111874,7.170626442689372,0.024125710668118073,22.133768451427745,15.711277449542555,1,1,1,1,1
0,7,17.103778519760915,12.46527318469411,0.0803287499572791,18.084271249019725,10.323496687442487,-1,-1,-1,-1,-1
0,8,27.937164246986278,9.137255296986925,0.13190404826779042,31.578697979785616,11.577148954083421,1,1,0,0,0
0,9,19.584607048895617,13.600350520421117,0.06343965132738669,37.889950440654914,15.282493426735643,-1,-1,-1,-1,-1
0,10,19.573455247935552,16.08633939030869,0.24702408014299784,33.1796171892002,9.975992070441643,1,1,1,0,1
0,11,19.08172388917975,12.736262300572257,0.1562329238540779,40.345834464646316,10.074773183365908,1,1,0,1,0
0,12,23.636957672469215,15.00495202860155,0.05360155019607936,36.92398073529018,9.250921081920216,1,1,1,1,1
0,13,17.635158729000118,16.252299079788504,0.027003815095042957,51.954222597962655,21.408900377099762,1,1,1,0,0
0,14,30.643652138158554,15.081721367025262,0.04728842691791366,64.85759949847707,16.305713652363902,0,1,0,1,1
0,15,27.31311739254501,19.07753485682609,0.05624889917446819,41.51990266730759,12.024566702415196,0,1,1,1,1
0,16,47.17523589140547,25.44712164731577,0.06281956204866655,41.17056816616664,9.383489224109084,0,1,0,1,1
0,17,22.9621823787294,35.13123859941043,0.01883861718059754,43.821288567613216,13.556660620804214,1,1,1,1,1
0,18,18.82910965830138,51.7683560462433,0.012191053397559817,50.21549088145064,14.396232900420488,1,1,0,1,1
0,19,38.69265554514801,46.44158444969133,0.08877669995450858,55.00857380123516,14.615192835332742,-1,-1,-1,-1,-1
0,20,22.779038036685037,36.11933356178633,0.026287019676945033,51.64441226384594,14.35273721392066,1,1,1,1,0
0,21,28.629653476204897,46.907008112072056,0.014421014703860096,85.68744081420228,18.97820198900328,-1,-1,-1,-1,-1
0,22,26.321919758223906,55.31005701116308,0.20361735040272877,55.64311789386015,13.7738835117429,1,1,1,1,1
0,23,33.15025159140676,72.58458713332656,0.8705460519232997,49.6775865874504,23.81300809264095,1,1,1,1,1
0,24,29.6310792320968,58.67971218824651,1.7687886565478081,63.951375831837325,20.349981317749315,0,1,0,1,1
0,25,27.5893969996827,61.78977280378355,2.4799491354858576,58.93101357550334,16.265018169551617,1,1,0,1,0
0,26,22.543476498848445,109.58808797872796,3.864204480199749,63.418460282091296,16.57888028510945,0,1,1,1,1
0,27,34.09177150827138,106.2120631878475,6.87974340189455,91.94088190086354,13.513811774804054,1,1,0,0,1
0,28,36.450497290770464,150.30832819351878,8.394352329277549,46.328787052082056,18.790151498045738,1,1,1,1,1
0,29,25.20938919775752,152.54951285184757,12.160705610309428,68.96892447842593,21.61174197530687,1,1,1,1,1
1,0,2.2588505968741814,1.3703687868254755,14.466240556484536,27.738147370690548,8.765964863994327,0,1,1,1,0
1,1,8.308328627265025,2.9163853226903687,16.59517600755858,23.34664236750083,6.0055024652645335,1,1,1,1,1
1,2,11.647102226888913,4.367004056136101,8.99821929062861,13.713787626426697,12.161331067796937,1,1,1,1,0
1,3,10.809610336368822,4.4958935373311455,4.5158193997254825,13.910223546884358,14.002706040484158,1,1,0,0,1
1,4,25.460161436649948,4.741663479329888,4.54578788737782,12.931882790484956,13.62409477080569,-1,-1,-1,-1,-1
1,5,19.791634258394936,6.103236874820061,1.3415542471816548,19.240837299784886,10.33585446104438,1,1,1,1,1
1,6,20.083683564485888,6.558304213561565,1.9074817812958516,14.581980939994212,8.503287554980314,1,1,1,1,1
1,7,23.65534168065297,5.451552468873423,1.270870512509322,19.28088525375088,12.324294797532877,1,1,1,1,1
1,8,27.600307338667346,7.0566106597052904,0.2788213430425745,23.156469563823705,12.629536061092658,1,1,1,1,1
1,9,29.55742866659534,6.703543348607462,9.714956457125066e-05,31.799840468763716,8.966837329774101,1,1,1,1,0
1,10,28.073342153440137,7.699215795037363,0.0037739043215794027,33.844515825875085,9.403364461070737,1,1,1,1,1
1,11,32.6590323179465,11.850209141243504,0.012212420229752927,37.32195289719297,9.062356350007546,1,1,1,1,1
1,12,20.432934746165476,21.318504486064988,0.07626005151952271,49.99664764270688,12.071226814420992,1,1,1,1,0
1,13,25.57529852990482,15.30847258843922,0.23046504681383212,30.82866584410578,10.358034711620864,-1,-1,-1,-1,-1
1,14,34.1257670735361,23.312487244889038,0.08960105009542078,24.532784591499595,16.8620131444157,1,1,1,1,1
1,15,22.72424289652363,18.61333021594708,0.04030093797017448,40.69772114189146,13.68699266306742,1,1,1,0,1
1,16,26.105342764265277,21.20610932786211,0.09883875264706092,44.10313030049707,16.112153398907147,0,1,1,1,1
1,17,19.21347426301296,23.43554379657459,0.17598111496022828,46.462269500098444,12.908812567302627,-1,-1,-1,-1,-1
1,18,25.569879284512176,29.967184347910013,0.001142730380222867,38.363773465428544,11.56309686706605,-1,-1,-1,-1,-1
1,19,19.000716025338395,33.544503852595035,0.014688138754201273,46.9368095210116,12.342556057670592,1,1,1,0,1
1,20,38.31488686903767,32.617512418417625,0.04443592379157942,55.70449383097518,13.392660668593953,1,1,1,1,1
1,21,30.217181337988688,55.412029494960365,0.04939704883544658,47.664804289303014,22.810978379605597,1,1,1,1,0
1,22,24.2806279460554,65.81875591919702,0.036111390634512644,49.07023737825162,20.843826882230047,1,1,1,1,1
1,23,29.768355134002235,41.01221436114524,0.39412123980945596,48.42723343014761,15.915565245061694,0,1,0,0,1
1,24,26.62994184995638,64.32714983019612,0.061429419793494,52.64126018333447,15.274748428218274,0,1,1,0,1
1,25,37.55546858533493,65.187049447394,0.6939284427073834,56.981804761364415,19.396025615863426,-1,-1,-1,-1,-1
1,26,32.2501399871482,81.92561021243407,0.9289178042541106,79.41381864690116,15.756061529995545,1,1,1,1,1
1,27,32.80495367782925,84.63164770897438,4.819144878216905,72.4421177766869,17.73540461906796,-1,-1,-1,-1,-1
1,28,35.56034934744955,89.85508369798987,5.283388789386371,72.48897485339663,20.59785907865935,1,1,1,0,1
1,29,33.556285664672764,123.10419863598975,9.912373897989525,68.98754822895133,22.36305660657908,0,1,1,1,1
2,0,2.496761439566976,1.7299129856193,21.04132088695339,16.95446123700253,13.357785044586397,0,1,1,1,1
2,1,6.211213526011218,3.703090058466365,8.38385898512389,13.933471006162499,15.810982517738893,0,1,1,1,1
2,2,12.208195921110963,6.673317557407586,7.128182153451797,11.87813059877475,12.912429410976051,-1,-1,-1,-1,-1
2,3,14.628368929007234,4.654062251460124,7.75197451880403,28.709562702668528,15.588330623676478,0,1,1,1,1
2,4,8.009931398386403,7.040392111900663,2.752353368510552,23.541367577643612,11.15994619763209,0,1,1,1,1
2,5,11.399984729817213,7.015986766894891,2.0417710146371544,22.723752768958793,16.175234748246975,1,1,1,0,1
2,6,14.284080903971669,8.57974564071056,1.0445693305717185,28.061549219611912,15.27522188442577,1,1,1,1,1
2,7,13.954431109860817,13.651785835709141,0.12220643689350831,30.778947317416865,7.949182495660084,0,1,0,0,1
2,8,21.458852812994323,17.631067015451045,0.14287844237457523,34.321587286302574,12.351126912584908,1,1,1,1,1
2,9,16.447304612014737,11.734580155642746,0.3336097658444968,41.71685211353089,15.537868772268595,0,1,0,1,1
2,10,14.401776090263079,13.776981542495767,0.07126363860931857,36.830452765140656,16.630410072871836,1,1,1,1,0
2,11,21.03040267901524,17.0974161310372,0.05517473866170733,26.79419500524048,19.197579399954073,1,1,1,1,1
2,12,18.206413224243743,20.773776576576882,0.3275791869796595,36.85719459400687,14.51816662938513,-1,-1,-1,-1,-1
2,13,29.982832090699542,24.966547595048727,0.202359269715349,33.2376831171776,13.941959706702207,1,1,1,0,1
2,14,32.98974352800221,20.409128310147935,0.11367109703357373,46.11936259621916,9.157327710998999,1,1,0,0,1
2,15,28.41773939059999,35.77471237903714,0.14923264843046052,44.94913514204415,14.861136080443242,0,1,1,1,0
2,16,38.71056058507283,31.619211285699034,0.0014908357738013364,52.48391348359166,13.859820154587549,1,1,0,1,0
2,17,22.91275360060969,36.24007652910145,0.05411650373976083,52.93658064829634,14.931382945814521,0,1,1,1,1
2,18,30.532650892929098,38.48756736781962,0.09636165614161289,46.993232263489006,14.191510014180562,-1,-1,-1,-1,-1
2,19,21.032186427157882,41.8925741116807,0.017012611805887434,70.4124182266426,15.03831469449784,0,1,1,1,1
2,20,39.640273377016776,45.48801886629541,0.14766322221160366,84.44279172893383,14.24093593962905,1,1,0,1,1
2,21,20.051464714676285,50.75629437129644,0.07514250569432517,57.03617086259805,21.264786167841617,1,1,0,1,1
2,22,34.830016437770965,60.76636999599087,0.2113216250113798,64.52038770907893,20.03600114820867,0,1,1,1,1
2,23,25.917027133763693,45.78532410712065,0.09206274381887433,92.35157945044013,13.834857387503648,1,1,1,1,1
2,24,29.498146464679063,53.27982204165942,0.4213488483547253,106.58720928962605,11.881672244557327,-1,-1,-1,-1,-1
2,25,33.921688832334624,72.11775126863651,0.2828759500805116,79.59447251720519,14.108220092733115,0,1,1,0,1
2,26,39.65790646074023,90.47297092605876,0.528895056301117,79.66757844730992,29.969163156226458,1,1,1,1,1
2,27,47.34876013879568,93.95096359347755,1.5276592320496116,70.76433681802958,18.749721410165378,0,1,1,1,1
2,28,29.75950701646002,110.68742297090778,2.7418511042695513,120.31282080970321,18.20385536943432,1,1,1,0,0
2,29,26.13917390403179,188.464603819171,3.126986548887756,86.07135868988344,18.567286803926912,1,1,1,0,1
3,0,1.8056040511055405,1.1880113053056653,22.034553950753526,12.025424046899976,11.461218514183859,1,1,1,1,1
3,1,5.787159715535256,5.953590101491782,9.215129998710523,19.73371162471997,11.855067811556523,1,1,0,1,0
3,2,12.094755696133058,5.211032740623196,6.904099164033437,18.184208049300782,16.435076098274653,0,1,1,0,1
3,3,9.357944880258783,6.7908832062274955,5.320387951747279,18.27288857184306,12.215515480465621,1,1,1,1,1
3,4,13.90858035952024,9.23342531566216,3.28853591056003,17.26768407529527,18.811137517272527,1,1,1,1,1
3,5,22.577014419184895,9.654316792212125,1.9500602605791952,18.71984629314728,13.731700688737103,0,1,0,0,0
3,6,17.90581976419128,7.257017267651663,0.658257470810577,33.27851872213974,7.3052195298487,1,1,1,1,1
3,7,33.399613748515684,12.023768798621232,0.22344704606486335,22.899189592386314,10.478496114051577,0,1,1,0,1
3,8,20.193309381575357,13.698465477393732,0.042605346953383486,18.732334561108022,14.70042488953561,1,0,1,1,1
3,9,17.0545635604239,16.050385684484137,0.1628852092459531,35.881054486075556,12.111349504370951,0,1,1,1,1
3,10,24.704638595078038,22.19560282571846,0.2975827502404657,42.80177989326987,13.733525505456246,1,1,1,1,1
3,11,27.39706817664971,26.442483409463346,0.15036452110126763,25.51479034201459,12.41593655516428,0,1,1,0,1
3,12,20.23720777001819,18.58197638144219,0.060330086769234646,26.40908890214469,15.154476658789855,1,1,1,1,1
3,13,22.019173692782378,30.17609871165663,0.4468183131559534,43.04100315141831,12.526244007921349,1,1,1,1,1
3,14,15.545410025458938,26.829119413405706,0.45099650214377984,42.2783156128552,16.132569497891907,0,1,1,0,0
3,15,17.870646908443714,27.775910575205298,0.2443289908660759,41.03132571854274,18.865870300639244,-1,-1,-1,-1,-1
3,16,32.55198024251265,27.89811946459021,0.1731327815455877,52.32238403429172,20.500584322340075,-1,-1,-1,-1,-1
3,17,28.212766799336517,43.21734758049897,0.016433297108822947,67.90158387473265,15.902583583778048,1,1,1,1,1
3,18,25.36214399011904,35.656666459719595,0.16118660710668195,53.55378163817169,14.902788598546197,0,1,1,1,1
3,19,36.777352582824264,58.52628367705308,0.05927943014442941,59.51473301800615,20.678514737754618,1,1,1,1,0
3,20,23.165726428617713,75.91720528577927,0.419466202466458,56.06400693563986,13.20327613348312,-1,-1,-1,-1,-1
3,21,37.27117292981417,105.31384673491316,0.003390878553752443,111.60868338559263,19.4973770610244,1,1,0,1,1
3,22,31.482394911265292,62.72976029698889,0.26431868713523526,102.82305434525688,23.259396084095993,1,1,1,1,0
3,23,30.338444131480454,80.60622944944352,0.10324320243622291,54.99529708825873,16.13105396695335,1,1,0,1,1
3,24,29.72359340722419,77.56520432026315,0.616351965600281,58.96218210719037,17.81212984641811,1,1,1,1,0
3,25,32.99269829990034,114.52801189628413,1.077034877169622,89.42616710481963,33.729409211170356,1,1,1,1,1
3,26,35.006949201880715,114.41980230981147,1.1307455923101772,93.4919689139885,19.85416194870543,1,1,1,1,1
3,27,39.88308764394868,76.87238972785336,0.8285964855226562,116.4323609580275,23.698032707394624,1,1,1,1,1
